ratio	DB	avg	lat
40%	RocksDB	0.251	0.571
40%	RocksDB	0.254	0.569
40%	RocksDB	0.239	0.549
40%	RocksDB	0.246	0.564
40%	RocksDB	0.238	0.562
40%	RocksDB	0.245	0.519
40%	RocksDB	0.238	0.553
40%	RocksDB	0.23	0.557
40%	RocksDB	0.232	0.533
40%	RocksDB	0.244	0.563
40%	RocksDB	0.253	0.564
40%	RocksDB	0.247	0.565
40%	RocksDB	0.236	0.563
40%	RocksDB	0.24	0.564
40%	RocksDB	0.242	0.567
40%	RocksDB	0.24	0.572
40%	RocksDB	0.254	0.572
40%	RocksDB	0.246	0.567
40%	RocksDB	0.245	0.582
40%	RocksDB	0.245	0.566
40%	RocksDB	0.252	0.572
40%	RocksDB	0.246	0.573
40%	RocksDB	0.24	0.567
40%	RocksDB	0.247	0.568
40%	RocksDB	0.24	0.567
40%	RocksDB	0.244	0.567
40%	RocksDB	0.243	0.567
40%	RocksDB	0.237	0.551
40%	RocksDB	0.239	0.562
40%	RocksDB	0.247	0.565
40%	RocksDB	0.243	0.56
40%	RocksDB	0.238	0.56
40%	RocksDB	0.24	0.553
40%	RocksDB	0.238	0.561
40%	RocksDB	0.239	0.563
40%	RocksDB	0.234	0.561
40%	RocksDB	0.241	0.558
40%	RocksDB	0.227	0.492
40%	RocksDB	0.238	0.551
40%	RocksDB	0.236	0.555
40%	RocksDB	0.235	0.561
40%	RocksDB	0.239	0.562
40%	RocksDB	0.238	0.561
40%	RocksDB	0.562	1.298
40%	RocksDB	0.725	1.299
40%	RocksDB	0.74	1.689
40%	RocksDB	0.69	1.297
40%	RocksDB	0.736	1.366
40%	RocksDB	0.721	1.412
40%	RocksDB	0.716	1.299
40%	RocksDB	0.735	1.3
40%	RocksDB	0.713	1.297
40%	RocksDB	0.747	1.3
40%	RocksDB	0.722	1.3
40%	RocksDB	0.718	1.35
40%	RocksDB	0.728	1.299
40%	RocksDB	0.73	1.3
40%	RocksDB	0.715	1.297
40%	RocksDB	0.754	1.306
40%	RocksDB	0.71	1.298
40%	RocksDB	0.727	1.299
40%	RocksDB	0.733	1.298
40%	RocksDB	0.733	1.298
40%	RocksDB	0.735	1.299
40%	RocksDB	0.731	1.298
40%	RocksDB	0.736	1.297
40%	RocksDB	0.736	1.298
40%	RocksDB	0.741	1.298
40%	RocksDB	0.725	1.3
40%	RocksDB	0.723	1.299
40%	RocksDB	0.727	1.63
40%	RocksDB	0.71	1.299
40%	RocksDB	0.721	1.299
40%	RocksDB	0.731	1.619
40%	RocksDB	0.74	1.554
40%	RocksDB	0.742	1.299
40%	RocksDB	0.726	1.298
40%	RocksDB	0.732	1.298
40%	RocksDB	0.714	1.299
40%	RocksDB	0.716	1.471
40%	RocksDB	0.733	1.607
40%	RocksDB	0.714	1.379
40%	RocksDB	0.684	1.299
40%	RocksDB	0.735	1.299
40%	RocksDB	0.714	1.298
40%	RocksDB	0.741	1.55
40%	RocksDB	0.697	1.308
40%	RocksDB	0.724	1.566
40%	RocksDB	0.714	1.503
40%	RocksDB	0.719	1.378
40%	RocksDB	0.718	1.297
40%	RocksDB	0.749	1.837
40%	RocksDB	0.708	1.299
40%	RocksDB	0.744	1.299
40%	RocksDB	0.722	1.297
40%	RocksDB	0.702	1.296
40%	RocksDB	0.739	1.59
40%	RocksDB	0.665	1.3
40%	RocksDB	0.666	1.562
40%	RocksDB	0.691	1.299
40%	RocksDB	0.572	1.294
40%	RocksDB	0.739	1.311
40%	RocksDB	0.596	1.296
40%	RocksDB	0.457	1.388
40%	RocksDB	0.278	1.214
40%	RocksDB	0.23	0.552
40%	RocksDB	0.236	0.565
40%	RocksDB	0.241	0.563
40%	RocksDB	0.231	0.558
40%	RocksDB	0.238	0.55
40%	RocksDB	0.235	0.562
40%	RocksDB	0.238	0.508
40%	RocksDB	0.234	0.56
40%	RocksDB	0.249	0.565
40%	RocksDB	0.248	0.558
40%	RocksDB	0.243	0.569
40%	RocksDB	0.239	0.562
40%	RocksDB	0.244	0.561
40%	RocksDB	0.241	0.563
40%	RocksDB	0.237	0.564
40%	RocksDB	0.24	0.557
40%	RocksDB	0.239	0.563
40%	RocksDB	0.24	0.561
40%	RocksDB	0.234	0.544
40%	RocksDB	0.236	0.563
40%	RocksDB	0.241	0.517
40%	RocksDB	0.248	0.564
40%	RocksDB	0.242	0.57
40%	RocksDB	0.245	0.567
40%	RocksDB	0.241	0.524
40%	RocksDB	0.248	0.571
40%	RocksDB	0.247	0.565
40%	RocksDB	0.238	0.563
40%	RocksDB	0.252	0.567
40%	RocksDB	0.244	0.563
40%	RocksDB	0.248	0.565
40%	RocksDB	0.247	0.512
40%	RocksDB	0.246	0.563
40%	RocksDB	0.258	0.577
40%	RocksDB	0.245	0.576
40%	RocksDB	0.256	0.802
40%	RocksDB	0.264	0.622
40%	RocksDB	0.25	0.578
40%	RocksDB	0.248	0.575
40%	RocksDB	0.258	0.593
40%	RocksDB	0.248	0.588
40%	RocksDB	0.249	0.719
40%	RocksDB	0.248	0.571
40%	RocksDB	0.237	0.521
40%	RocksDB	0.244	0.564
40%	RocksDB	0.239	0.566
40%	RocksDB	0.245	0.486
40%	RocksDB	0.235	0.563
40%	RocksDB	0.241	0.502
40%	RocksDB	0.251	0.502
40%	RocksDB	0.242	0.56
40%	RocksDB	0.238	0.501
40%	RocksDB	0.243	0.562
40%	RocksDB	0.24	0.564
40%	RocksDB	0.243	0.533
40%	RocksDB	0.244	0.565
40%	RocksDB	0.244	0.565
40%	RocksDB	0.252	0.568
40%	RocksDB	0.241	0.529
40%	RocksDB	0.248	0.574
40%	RocksDB	0.234	0.511
40%	RocksDB	0.24	0.579
40%	RocksDB	0.244	0.551
40%	RocksDB	0.255	0.564
40%	RocksDB	0.238	0.571
40%	RocksDB	0.239	0.564
40%	RocksDB	0.245	0.57
40%	RocksDB	0.249	0.552
40%	RocksDB	0.254	0.546
40%	RocksDB	0.241	0.566
40%	RocksDB	0.252	0.567
40%	RocksDB	0.243	0.537
40%	RocksDB	0.248	0.565
40%	RocksDB	0.253	0.551
40%	RocksDB	0.249	0.519
40%	RocksDB	0.253	0.565
40%	RocksDB	0.245	0.565
40%	RocksDB	0.237	0.562
40%	RocksDB	0.238	0.561
40%	RocksDB	0.242	0.552
40%	RocksDB	0.244	0.561
40%	RocksDB	0.266	0.565
40%	RocksDB	0.247	0.563
40%	RocksDB	0.251	0.567
40%	RocksDB	0.242	0.511
40%	RocksDB	0.244	0.561
40%	RocksDB	0.239	0.559
40%	RocksDB	0.25	0.573
40%	RocksDB	0.252	0.576
40%	RocksDB	0.249	0.571
40%	RocksDB	0.239	0.566
40%	RocksDB	0.249	0.575
40%	RocksDB	0.24	0.57
40%	RocksDB	0.239	0.573
40%	RocksDB	0.245	0.569
40%	RocksDB	0.24	0.565
40%	RocksDB	0.243	0.57
40%	RocksDB	0.242	0.566
40%	RocksDB	0.243	0.566
40%	RocksDB	0.239	0.567
40%	RocksDB	0.245	0.566
40%	RocksDB	0.239	0.562
40%	RocksDB	0.243	0.563
40%	RocksDB	0.242	0.564
40%	RocksDB	0.249	0.559
40%	RocksDB	0.242	0.545
40%	RocksDB	0.248	0.508
40%	RocksDB	0.243	0.559
40%	RocksDB	0.243	0.506
40%	RocksDB	0.24	0.558
40%	RocksDB	0.234	0.555
40%	RocksDB	0.241	0.555
40%	RocksDB	0.233	0.557
40%	RocksDB	0.24	0.559
40%	RocksDB	0.25	0.56
40%	RocksDB	0.392	1.284
40%	RocksDB	0.718	1.298
40%	RocksDB	0.714	1.299
40%	RocksDB	0.724	1.298
40%	RocksDB	0.724	1.368
40%	RocksDB	0.716	1.297
40%	RocksDB	0.728	1.3
40%	RocksDB	0.732	1.3
40%	RocksDB	0.712	1.3
40%	RocksDB	0.714	1.637
40%	RocksDB	0.719	1.294
40%	RocksDB	0.702	1.298
40%	RocksDB	0.722	1.299
40%	RocksDB	0.733	1.297
40%	RocksDB	0.711	1.298
40%	RocksDB	0.714	1.429
40%	RocksDB	0.733	1.299
40%	RocksDB	0.723	1.298
40%	RocksDB	0.732	1.389
40%	RocksDB	0.721	1.298
40%	RocksDB	0.732	1.299
40%	RocksDB	0.715	1.297
40%	RocksDB	0.728	1.364
40%	RocksDB	0.714	1.298
40%	RocksDB	0.722	1.299
40%	RocksDB	0.714	1.298
40%	RocksDB	0.747	1.299
40%	RocksDB	0.736	1.51
40%	RocksDB	0.725	1.351
40%	RocksDB	0.71	1.297
40%	RocksDB	0.727	1.297
40%	RocksDB	0.704	1.297
40%	RocksDB	0.73	1.358
40%	RocksDB	0.726	1.43
40%	RocksDB	0.747	1.679
40%	RocksDB	0.719	1.349
40%	RocksDB	0.726	1.407
40%	RocksDB	0.735	1.52
40%	RocksDB	0.733	1.586
40%	RocksDB	0.747	1.297
40%	RocksDB	0.731	1.704
40%	RocksDB	0.717	1.3
40%	RocksDB	0.712	1.394
40%	RocksDB	0.74	1.384
40%	RocksDB	0.743	1.299
40%	RocksDB	0.726	1.3
40%	RocksDB	0.684	1.299
40%	RocksDB	0.725	1.298
40%	RocksDB	0.688	1.299
40%	RocksDB	0.702	1.298
40%	RocksDB	0.731	1.357
40%	RocksDB	0.723	1.419
40%	RocksDB	0.681	1.3
40%	RocksDB	0.707	1.358
40%	RocksDB	0.694	1.297
40%	RocksDB	0.721	1.299
40%	RocksDB	0.702	1.55
40%	RocksDB	0.706	1.355
40%	RocksDB	0.472	1.292
40%	RocksDB	0.258	1.079
40%	RocksDB	0.243	0.562
40%	RocksDB	0.246	0.548
40%	RocksDB	0.25	0.566
40%	RocksDB	0.242	0.563
40%	RocksDB	0.246	0.564
40%	RocksDB	0.246	0.563
40%	RocksDB	0.246	0.561
40%	RocksDB	0.241	0.562
40%	RocksDB	0.244	0.562
40%	RocksDB	0.243	0.545
40%	RocksDB	0.239	0.569
40%	RocksDB	0.249	0.566
40%	RocksDB	0.242	0.563
40%	RocksDB	0.251	0.567
40%	RocksDB	0.253	0.566
40%	RocksDB	0.233	0.565
40%	RocksDB	0.247	0.564
40%	RocksDB	0.247	0.567
40%	RocksDB	0.246	0.564
40%	RocksDB	0.25	0.566
40%	RocksDB	0.25	0.566
40%	RocksDB	0.243	0.565
40%	RocksDB	0.25	0.566
40%	RocksDB	0.241	0.566
40%	RocksDB	0.247	0.538
40%	RocksDB	0.246	0.564
40%	RocksDB	0.246	0.565
40%	RocksDB	0.246	0.566
40%	RocksDB	0.241	0.561
40%	RocksDB	0.239	0.555
40%	RocksDB	0.239	0.548
40%	RocksDB	0.246	0.562
40%	RocksDB	0.244	0.565
40%	RocksDB	0.256	0.565
40%	RocksDB	0.248	0.567
40%	RocksDB	0.237	0.561
40%	RocksDB	0.245	0.578
40%	RocksDB	0.263	0.732
40%	RocksDB	0.276	0.888
40%	RocksDB	0.254	0.75
40%	RocksDB	0.243	0.575
40%	RocksDB	0.247	0.58
40%	RocksDB	0.259	0.576
40%	RocksDB	0.261	0.631
40%	RocksDB	0.245	0.568
40%	RocksDB	0.261	0.573
40%	RocksDB	0.264	0.575
40%	RocksDB	0.24	0.566
40%	RocksDB	0.257	0.568
40%	RocksDB	0.254	0.567
40%	RocksDB	0.229	0.558
40%	RocksDB	0.246	0.562
40%	RocksDB	0.243	0.564
40%	RocksDB	0.239	0.533
40%	RocksDB	0.252	0.562
40%	RocksDB	0.239	0.568
40%	RocksDB	0.239	0.571
40%	RocksDB	0.238	0.558
40%	RocksDB	0.244	0.568
40%	RocksDB	0.249	0.511
40%	RocksDB	0.251	0.57
40%	RocksDB	0.248	0.567
40%	RocksDB	0.252	0.567
40%	RocksDB	0.245	0.532
40%	RocksDB	0.252	0.572
40%	RocksDB	0.243	0.565
40%	RocksDB	0.248	0.573
40%	RocksDB	0.242	0.569
40%	RocksDB	0.25	0.57
40%	RocksDB	0.26	0.567
40%	RocksDB	0.242	0.565
40%	RocksDB	0.243	0.573
40%	RocksDB	0.242	0.565
40%	RocksDB	0.241	0.569
40%	RocksDB	0.245	0.57
40%	RocksDB	0.243	0.565
40%	RocksDB	0.246	0.573
40%	RocksDB	0.248	0.553
40%	RocksDB	0.251	0.564
40%	RocksDB	0.243	0.562
40%	RocksDB	0.238	0.566
40%	RocksDB	0.238	0.564
40%	RocksDB	0.252	0.563
40%	RocksDB	0.255	0.568
40%	RocksDB	0.25	0.567
40%	RocksDB	0.236	0.561
40%	RocksDB	0.251	0.571
40%	RocksDB	0.253	0.565
40%	RocksDB	0.238	0.563
40%	RocksDB	0.25	0.577
40%	RocksDB	0.255	0.623
40%	RocksDB	0.252	0.575
40%	RocksDB	0.256	0.579
40%	RocksDB	0.265	0.578
40%	RocksDB	0.255	0.577
40%	RocksDB	0.25	0.573
40%	RocksDB	0.249	0.572
40%	RocksDB	0.249	0.567
40%	RocksDB	0.246	0.566
40%	RocksDB	0.24	0.567
40%	RocksDB	0.248	0.569
40%	RocksDB	0.249	0.575
40%	RocksDB	0.247	0.568
40%	RocksDB	0.238	0.481
40%	RocksDB	0.233	0.562
40%	RocksDB	0.242	0.565
40%	RocksDB	0.245	0.564
40%	RocksDB	0.254	0.586
40%	RocksDB	0.247	0.562
40%	RocksDB	0.242	0.566
40%	RocksDB	0.243	0.565
40%	RocksDB	0.243	0.564
40%	RocksDB	0.241	0.564
40%	RocksDB	0.244	0.562
40%	RocksDB	0.242	0.562
40%	RocksDB	0.247	0.563
40%	RocksDB	0.37	1.28
40%	RocksDB	0.758	1.536
40%	RocksDB	0.755	1.679
40%	RocksDB	0.735	2.145
40%	RocksDB	0.722	1.489
40%	RocksDB	0.74	1.48
40%	RocksDB	0.74	1.767
40%	RocksDB	0.727	1.672
40%	RocksDB	0.75	1.726
40%	RocksDB	0.732	1.784
40%	RocksDB	0.737	1.582
40%	RocksDB	0.72	1.795
40%	RocksDB	0.739	1.299
40%	RocksDB	0.733	1.739
40%	RocksDB	0.747	2.173
40%	RocksDB	0.745	1.749
40%	RocksDB	0.707	1.628
40%	RocksDB	0.73	1.871
40%	RocksDB	0.763	1.917
40%	RocksDB	0.737	1.959
40%	RocksDB	0.752	1.601
40%	RocksDB	0.758	2.083
40%	RocksDB	0.735	1.3
40%	RocksDB	0.746	1.695
40%	RocksDB	0.744	1.299
40%	RocksDB	0.749	1.596
40%	RocksDB	0.753	2.196
40%	RocksDB	0.724	1.765
40%	RocksDB	0.727	1.743
40%	RocksDB	0.741	1.556
40%	RocksDB	0.738	1.485
40%	RocksDB	0.744	1.492
40%	RocksDB	0.748	1.358
40%	RocksDB	0.737	1.432
40%	RocksDB	0.755	1.508
40%	RocksDB	0.743	1.832
40%	RocksDB	0.719	1.737
40%	RocksDB	0.723	1.809
40%	RocksDB	0.708	1.53
40%	RocksDB	0.757	1.733
40%	RocksDB	0.714	1.68
40%	RocksDB	0.748	1.497
40%	RocksDB	0.74	1.652
40%	RocksDB	0.733	1.428
40%	RocksDB	0.738	1.754
40%	RocksDB	0.704	1.3
40%	RocksDB	0.73	1.805
40%	RocksDB	0.749	1.744
40%	RocksDB	0.725	1.64
40%	RocksDB	0.729	1.553
40%	RocksDB	0.74	1.298
40%	RocksDB	0.739	1.646
40%	RocksDB	0.73	1.548
40%	RocksDB	0.731	2.01
40%	RocksDB	0.717	1.299
40%	RocksDB	0.738	1.564
40%	RocksDB	0.744	1.742
40%	RocksDB	0.752	1.999
40%	RocksDB	0.674	1.649
40%	RocksDB	0.702	1.363
40%	RocksDB	0.734	1.752
40%	RocksDB	0.702	1.598
40%	RocksDB	0.717	1.423
40%	RocksDB	0.513	1.293
40%	RocksDB	0.382	1.282
40%	RocksDB	0.252	0.571
40%	RocksDB	0.25	0.566
40%	RocksDB	0.248	0.569
40%	RocksDB	0.255	0.564
40%	RocksDB	0.243	0.565
40%	RocksDB	0.24	0.564
40%	RocksDB	0.247	0.573
40%	RocksDB	0.244	0.57
40%	RocksDB	0.235	0.566
40%	RocksDB	0.242	0.566
40%	RocksDB	0.245	0.571
40%	RocksDB	0.24	0.562
40%	RocksDB	0.241	0.569
40%	RocksDB	0.245	0.57
40%	RocksDB	0.253	0.572
40%	RocksDB	0.245	0.567
40%	RocksDB	0.245	0.56
40%	RocksDB	0.244	0.57
40%	RocksDB	0.25	0.566
40%	RocksDB	0.248	0.571
40%	RocksDB	0.246	0.565
40%	RocksDB	0.239	0.568
40%	RocksDB	0.247	0.57
40%	RocksDB	0.239	0.569
40%	RocksDB	0.248	0.568
40%	RocksDB	0.241	0.571
40%	RocksDB	0.252	0.573
40%	RocksDB	0.249	0.567
40%	RocksDB	0.247	0.576
40%	RocksDB	0.252	0.569
40%	RocksDB	0.263	0.523
40%	RocksDB	0.24	0.564
40%	RocksDB	0.26	0.723
40%	RocksDB	0.248	0.635
40%	RocksDB	0.254	0.836
40%	RocksDB	0.247	0.777
40%	RocksDB	0.253	0.571
40%	RocksDB	0.253	0.655
40%	RocksDB	0.247	0.641
40%	RocksDB	0.258	0.58
40%	RocksDB	0.256	0.559
40%	RocksDB	0.256	0.578
40%	RocksDB	0.25	0.569
40%	RocksDB	0.252	0.574
40%	RocksDB	0.246	0.569
40%	RocksDB	0.261	0.568
40%	RocksDB	0.245	0.569
40%	RocksDB	0.25	0.571
40%	RocksDB	0.237	0.566
40%	RocksDB	0.252	0.566
40%	RocksDB	0.256	0.569
40%	RocksDB	0.251	0.568
40%	RocksDB	0.249	0.511
40%	RocksDB	0.25	0.569
40%	RocksDB	0.241	0.57
40%	RocksDB	0.248	0.523
40%	RocksDB	0.252	0.567
40%	RocksDB	0.243	0.561
40%	RocksDB	0.248	0.573
40%	RocksDB	0.245	0.567
40%	RocksDB	0.251	0.57
40%	RocksDB	0.247	0.565
40%	RocksDB	0.254	0.57
40%	RocksDB	0.252	0.575
40%	RocksDB	0.241	0.573
40%	RocksDB	0.253	0.569
40%	RocksDB	0.25	0.54
40%	RocksDB	0.252	0.57
40%	RocksDB	0.235	0.552
40%	RocksDB	0.244	0.573
40%	RocksDB	0.248	0.567
40%	RocksDB	0.239	0.553
40%	RocksDB	0.243	0.564
40%	RocksDB	0.262	0.575
40%	RocksDB	0.251	0.57
40%	RocksDB	0.236	0.569
40%	RocksDB	0.245	0.568
40%	RocksDB	0.248	0.566
40%	RocksDB	0.252	0.566
40%	RocksDB	0.24	0.566
40%	RocksDB	0.249	0.568
40%	RocksDB	0.254	0.572
40%	RocksDB	0.248	0.568
40%	RocksDB	0.246	0.571
40%	RocksDB	0.246	0.57
40%	RocksDB	0.249	0.569
40%	RocksDB	0.254	0.579
40%	RocksDB	0.255	0.58
40%	RocksDB	0.241	0.571
40%	RocksDB	0.247	0.575
40%	RocksDB	0.26	0.592
40%	RocksDB	0.252	0.574
40%	RocksDB	0.251	0.569
40%	RocksDB	0.261	0.613
40%	RocksDB	0.254	0.569
40%	RocksDB	0.251	0.588
40%	RocksDB	0.241	0.572
40%	RocksDB	0.247	0.566
40%	RocksDB	0.243	0.569
40%	RocksDB	0.252	0.566
40%	RocksDB	0.245	0.568
40%	RocksDB	0.25	0.567
40%	RocksDB	0.249	0.567
40%	RocksDB	0.241	0.562
40%	RocksDB	0.244	0.563
40%	RocksDB	0.248	0.56
40%	RocksDB	0.247	0.559
40%	RocksDB	0.247	0.565
40%	RocksDB	0.251	0.563
40%	RocksDB	0.246	0.565
40%	RocksDB	0.243	0.563
40%	RocksDB	0.245	0.561
40%	RocksDB	0.237	0.561
40%	RocksDB	0.24	0.562
40%	RocksDB	0.24	0.565
40%	RocksDB	0.243	0.564
40%	RocksDB	0.505	1.296
40%	RocksDB	0.71	1.3
40%	RocksDB	0.718	1.395
40%	RocksDB	0.711	1.612
40%	RocksDB	0.696	1.75
40%	RocksDB	0.733	1.705
40%	RocksDB	0.724	2.156
40%	RocksDB	0.731	1.701
40%	RocksDB	0.716	1.463
40%	RocksDB	0.731	1.791
40%	RocksDB	0.74	1.813
40%	RocksDB	0.721	1.609
40%	RocksDB	0.758	1.833
40%	RocksDB	0.731	1.614
40%	RocksDB	0.744	1.803
40%	RocksDB	0.728	1.299
40%	RocksDB	0.741	1.959
40%	RocksDB	0.742	1.801
40%	RocksDB	0.755	1.907
40%	RocksDB	0.735	1.728
40%	RocksDB	0.757	1.706
40%	RocksDB	0.728	1.391
40%	RocksDB	0.718	1.338
40%	RocksDB	0.74	1.481
40%	RocksDB	0.733	2.022
40%	RocksDB	0.708	1.414
40%	RocksDB	0.737	1.797
40%	RocksDB	0.726	1.77
40%	RocksDB	0.724	1.379
40%	RocksDB	0.729	1.841
40%	RocksDB	0.747	2.063
40%	RocksDB	0.736	1.775
40%	RocksDB	0.729	1.496
40%	RocksDB	0.709	1.586
40%	RocksDB	0.729	1.611
40%	RocksDB	0.733	2.028
40%	RocksDB	0.732	1.719
40%	RocksDB	0.717	1.642
40%	RocksDB	0.734	1.963
40%	RocksDB	0.73	1.797
40%	RocksDB	0.717	1.47
40%	RocksDB	0.718	1.597
40%	RocksDB	0.727	1.608
40%	RocksDB	0.737	1.622
40%	RocksDB	0.728	1.299
40%	RocksDB	0.75	1.778
40%	RocksDB	0.736	1.431
40%	RocksDB	0.728	1.794
40%	RocksDB	0.733	1.358
40%	RocksDB	0.722	1.84
40%	RocksDB	0.737	1.387
40%	RocksDB	0.741	1.97
40%	RocksDB	0.721	1.513
40%	RocksDB	0.713	1.299
40%	RocksDB	0.714	1.88
40%	RocksDB	0.746	2.284
40%	RocksDB	0.721	1.714
40%	RocksDB	0.717	1.822
40%	RocksDB	0.737	1.565
40%	RocksDB	0.732	1.655
40%	RocksDB	0.596	1.435
40%	RocksDB	0.512	1.297
40%	RocksDB	0.547	1.293
40%	RocksDB	0.447	1.292
40%	RocksDB	0.395	1.284
40%	RocksDB	0.267	1.147
40%	RocksDB	0.247	0.571
40%	RocksDB	0.251	0.571
40%	RocksDB	0.255	0.571
40%	RocksDB	0.251	0.574
40%	RocksDB	0.251	0.572
40%	RocksDB	0.27	0.575
40%	RocksDB	0.272	0.577
40%	RocksDB	0.279	0.574
40%	RocksDB	0.262	0.573
40%	RocksDB	0.248	0.575
40%	RocksDB	0.256	0.574
40%	RocksDB	0.25	0.567
40%	RocksDB	0.246	0.574
40%	RocksDB	0.25	0.574
40%	RocksDB	0.265	0.573
40%	RocksDB	0.241	0.567
40%	RocksDB	0.255	0.571
40%	RocksDB	0.246	0.573
40%	RocksDB	0.246	0.569
40%	RocksDB	0.247	0.574
40%	RocksDB	0.25	0.574
40%	RocksDB	0.243	0.571
40%	RocksDB	0.255	0.571
40%	RocksDB	0.261	0.576
40%	RocksDB	0.248	0.571
40%	RocksDB	0.248	0.57
40%	RocksDB	0.255	0.574
40%	RocksDB	0.245	0.569
40%	RocksDB	0.259	0.726
40%	RocksDB	0.255	0.766
40%	RocksDB	0.255	0.858
40%	RocksDB	0.262	0.755
40%	RocksDB	0.253	0.577
40%	RocksDB	0.249	0.728
40%	RocksDB	0.256	0.709
40%	RocksDB	0.251	0.739
40%	RocksDB	0.254	0.578
40%	RocksDB	0.246	0.57
40%	RocksDB	0.262	0.574
40%	RocksDB	0.263	0.573
40%	RocksDB	0.25	0.57
40%	RocksDB	0.254	0.572
40%	RocksDB	0.262	0.568
40%	RocksDB	0.256	0.573
40%	RocksDB	0.25	0.568
40%	RocksDB	0.257	0.576
40%	RocksDB	0.247	0.571
40%	RocksDB	0.241	0.573
40%	RocksDB	0.251	0.567
40%	RocksDB	0.247	0.565
40%	RocksDB	0.242	0.57
40%	RocksDB	0.241	0.57
40%	RocksDB	0.252	0.577
40%	RocksDB	0.249	0.572
40%	RocksDB	0.251	0.565
40%	RocksDB	0.247	0.567
40%	RocksDB	0.249	0.573
40%	RocksDB	0.259	0.579
40%	RocksDB	0.253	0.571
40%	RocksDB	0.254	0.579
40%	RocksDB	0.253	0.572
40%	RocksDB	0.258	0.569
40%	RocksDB	0.264	0.637
40%	RocksDB	0.244	0.575
40%	RocksDB	0.262	0.604
40%	RocksDB	0.238	0.57
40%	RocksDB	0.253	0.571
40%	RocksDB	0.258	0.574
40%	RocksDB	0.255	0.577
40%	RocksDB	0.253	0.571
40%	RocksDB	0.243	0.57
40%	RocksDB	0.249	0.566
40%	RocksDB	0.251	0.568
40%	RocksDB	0.245	0.569
40%	RocksDB	0.251	0.571
40%	RocksDB	0.245	0.566
40%	RocksDB	0.256	0.571
40%	RocksDB	0.25	0.575
40%	RocksDB	0.249	0.57
40%	RocksDB	0.235	0.559
40%	RocksDB	0.239	0.574
40%	RocksDB	0.245	0.613
40%	RocksDB	0.25	0.574
40%	RocksDB	0.252	0.575
40%	RocksDB	0.249	0.701
40%	RocksDB	0.24	0.579
40%	Auto	0.192	0.192
40%	Auto	0.339	0.719
40%	Auto	0.333	0.692
40%	Auto	0.341	0.783
40%	Auto	0.334	0.731
40%	Auto	0.333	0.611
40%	Auto	0.337	0.719
40%	Auto	0.337	0.709
40%	Auto	0.338	0.62
40%	Auto	0.335	0.686
40%	Auto	0.354	0.779
40%	Auto	0.342	0.592
40%	Auto	0.332	0.717
40%	Auto	0.343	0.806
40%	Auto	0.339	0.788
40%	Auto	0.327	0.659
40%	Auto	0.327	0.666
40%	Auto	0.329	0.657
40%	Auto	0.328	0.713
40%	Auto	0.332	0.744
40%	Auto	0.333	0.725
40%	Auto	0.332	0.706
40%	Auto	0.329	0.719
40%	Auto	0.33	0.752
40%	Auto	0.322	0.65
40%	Auto	0.332	0.645
40%	Auto	0.334	0.718
40%	Auto	0.329	0.707
40%	Auto	0.329	0.817
40%	Auto	0.345	0.813
40%	Auto	0.334	0.835
40%	Auto	0.336	0.854
40%	Auto	0.338	0.812
40%	Auto	0.331	0.805
40%	Auto	0.336	0.832
40%	Auto	0.336	0.802
40%	Auto	0.317	0.725
40%	Auto	0.324	0.701
40%	Auto	0.322	0.713
40%	Auto	0.325	0.661
40%	Auto	0.322	0.635
40%	Auto	0.313	0.662
40%	Auto	0.311	0.605
40%	Auto	0.312	0.575
40%	Auto	0.313	0.682
40%	Auto	0.321	0.66
40%	Auto	0.317	0.58
40%	Auto	0.312	0.717
40%	Auto	0.337	0.645
40%	Auto	0.348	0.654
40%	Auto	0.365	0.579
40%	Auto	0.331	0.648
40%	Auto	0.309	0.627
40%	Auto	0.309	0.58
40%	Auto	0.312	0.614
40%	Auto	0.311	0.574
40%	Auto	0.303	0.641
40%	Auto	0.305	0.625
40%	Auto	0.308	0.705
40%	Auto	0.308	0.629
40%	Auto	0.312	0.621
40%	Auto	0.306	0.579
40%	Auto	0.302	0.58
40%	Auto	0.303	0.577
40%	Auto	0.301	0.578
40%	Auto	0.301	0.612
40%	Auto	0.303	0.602
40%	Auto	0.55	1.562
40%	Auto	0.856	1.691
40%	Auto	0.854	1.958
40%	Auto	0.864	2.345
40%	Auto	0.868	2.236
40%	Auto	0.872	2.036
40%	Auto	0.866	2.106
40%	Auto	0.847	1.745
40%	Auto	0.879	2.319
40%	Auto	0.859	1.731
40%	Auto	0.864	2.163
40%	Auto	0.838	2.162
40%	Auto	0.856	2.252
40%	Auto	0.848	2.446
40%	Auto	0.848	2.178
40%	Auto	0.848	2.22
40%	Auto	0.867	2.273
40%	Auto	0.835	2.119
40%	Auto	0.833	1.856
40%	Auto	0.837	2.122
40%	Auto	0.818	2.17
40%	Auto	0.818	1.834
40%	Auto	0.825	1.996
40%	Auto	0.85	2.092
40%	Auto	0.826	2.007
40%	Auto	0.827	2.007
40%	Auto	0.815	1.662
40%	Auto	0.821	1.309
40%	Auto	0.825	1.915
40%	Auto	0.82	2.109
40%	Auto	0.828	2.265
40%	Auto	0.802	1.811
40%	Auto	0.79	1.649
40%	Auto	0.835	2.294
40%	Auto	0.811	1.443
40%	Auto	0.809	1.682
40%	Auto	0.828	1.917
40%	Auto	0.787	2.024
40%	Auto	0.807	1.69
